61208 	 0.19412969 	 0.40167196 	 0.012189388 	nan 	nan 	nan 	 0.22224 	-0.15461
61209 	 0.19455300 	 0.40164750 	 0.012030840 	nan 	nan 	nan 	 0.47231 	-0.14721
61210 	 0.19494555 	 0.40163834 	 0.011502266 	nan 	nan 	nan 	 0.39702 	-0.04582
61211 	 0.19525147 	 0.40113079 	 0.010696411 	nan 	nan 	nan 	 0.32240 	 0.02334
61212 	 0.19685049 	 0.39971971 	 0.009770393 	nan 	nan 	nan 	 0.26462 	 0.04273
61213 	 0.19824116 	 0.39746396 	 0.008709908 	nan 	nan 	nan 	 0.27815 	 0.03733
61214 	 0.20164450 	 0.39558340 	 0.008330822 	nan 	nan 	nan 	 0.32766 	-0.02867
61215 	 0.20340900 	 0.39428838 	 0.007589340 	nan 	nan 	nan 	 0.31177 	-0.06904
61216 	 0.20539487 	 0.39211023 	 0.006549835 	nan 	nan 	nan 	 0.24845 	-0.06609
61217 	 0.20782774 	 0.39000449 	 0.006168365 	nan 	nan 	nan 	 0.24494 	-0.05797
61218 	 0.20997041 	 0.38891982 	 0.005985260 	nan 	nan 	nan 	 0.24539 	-0.04060
