61271 	 0.22146329 	 0.34992846 	 0.006603241 	nan 	nan 	nan 	 0.21675 	-0.18223
61272 	 0.22268345 	 0.34879785 	 0.006367922 	nan 	nan 	nan 	 0.40277 	-0.19550
61273 	 0.22334818 	 0.34840556 	 0.006306171 	nan 	nan 	nan 	 0.32998 	-0.18707
61274 	 0.22314346 	 0.34873364 	 0.005954981 	nan 	nan 	nan 	 0.28236 	-0.11758
61275 	 0.22348376 	 0.34905164 	 0.006304741 	nan 	nan 	nan 	 0.22538 	-0.09732
61276 	 0.22271014 	 0.34953405 	 0.006057739 	nan 	nan 	nan 	 0.21501 	-0.07546
61277 	 0.22030789 	 0.34899711 	 0.006297588 	nan 	nan 	nan 	 0.19296 	-0.09853
61278 	 0.21717076 	 0.34801491 	 0.006240845 	nan 	nan 	nan 	 0.23227 	-0.07445
61279 	 0.21416309 	 0.34468275 	 0.005306244 	nan 	nan 	nan 	 0.23273 	-0.06260
61280 	 0.21190955 	 0.34233840 	 0.003761292 	nan 	nan 	nan 	 0.21293 	-0.01476
61281 	 0.21053090 	 0.33989407 	 0.003498077 	nan 	nan 	nan 	 0.19634 	 0.04827
