61201 	 0.18900024 	 0.40563300 	 0.013846993 	nan 	nan 	nan 	 0.31299 	-0.03199
61202 	 0.19017990 	 0.40486091 	 0.012988091 	nan 	nan 	nan 	 0.50708 	-0.00046
61203 	 0.19059770 	 0.40453369 	 0.012304306 	nan 	nan 	nan 	 0.41917 	 0.01560
61204 	 0.19018301 	 0.40578731 	 0.011507034 	nan 	nan 	nan 	 0.32471 	 0.01393
61205 	 0.18803678 	 0.40691621 	 0.011504173 	nan 	nan 	nan 	 0.27043 	-0.02992
61206 	 0.18828671 	 0.40772297 	 0.011306763 	nan 	nan 	nan 	 0.32828 	-0.11223
61207 	 0.18749647 	 0.40800094 	 0.011312008 	nan 	nan 	nan 	 0.33416 	-0.13709
61208 	 0.18820157 	 0.40719668 	 0.011322021 	nan 	nan 	nan 	 0.36786 	-0.18898
61209 	 0.18970286 	 0.40517614 	 0.010290146 	nan 	nan 	nan 	 0.34763 	-0.14710
61210 	 0.19148266 	 0.40248966 	 0.009078979 	nan 	nan 	nan 	 0.35988 	-0.05614
61211 	 0.19390129 	 0.40020210 	 0.008361816 	nan 	nan 	nan 	 0.34836 	 0.03121
