61180 	 0.17221203 	 0.41372310 	 0.025621593 	nan 	nan 	nan 	 0.17133 	 0.04865
61181 	 0.17021661 	 0.41428196 	 0.025465012 	nan 	nan 	nan 	 0.33488 	-0.01566
61182 	 0.17030094 	 0.41415739 	 0.025073051 	nan 	nan 	nan 	 0.36847 	-0.07385
61183 	 0.17347119 	 0.41238974 	 0.024288416 	nan 	nan 	nan 	 0.32424 	-0.16621
61184 	 0.17800226 	 0.41028819 	 0.023546219 	nan 	nan 	nan 	 0.27484 	-0.22176
61185 	 0.18426396 	 0.40821294 	 0.022316933 	nan 	nan 	nan 	 0.27626 	-0.19116
61186 	 0.18744884 	 0.40640485 	 0.021743774 	nan 	nan 	nan 	 0.27745 	-0.19285
61187 	 0.19016152 	 0.40446335 	 0.021211624 	nan 	nan 	nan 	 0.30998 	-0.17236
61188 	 0.19077995 	 0.40559247 	 0.019540787 	nan 	nan 	nan 	 0.30892 	-0.13072
61189 	 0.18470124 	 0.40550214 	 0.018638611 	nan 	nan 	nan 	 0.32393 	-0.05859
61190 	 0.17877910 	 0.40734857 	 0.018615723 	nan 	nan 	nan 	 0.26265 	-0.02209
