61180 	 0.17459088 	 0.41293701 	 0.025545835 	nan 	nan 	nan 	 0.18559 	 0.01096
61181 	 0.17590084 	 0.41169289 	 0.025534749 	nan 	nan 	nan 	 0.34188 	 0.05853
61182 	 0.17753615 	 0.41066313 	 0.024760485 	nan 	nan 	nan 	 0.35770 	-0.03787
61183 	 0.17912068 	 0.40938219 	 0.023934364 	nan 	nan 	nan 	 0.30087 	-0.16704
61184 	 0.18050823 	 0.40875029 	 0.022990465 	nan 	nan 	nan 	 0.29229 	-0.19596
61185 	 0.18126727 	 0.40818693 	 0.021927357 	nan 	nan 	nan 	 0.28422 	-0.23254
61186 	 0.18210669 	 0.40845628 	 0.020816803 	nan 	nan 	nan 	 0.28859 	-0.18159
61187 	 0.18217224 	 0.40863693 	 0.019481659 	nan 	nan 	nan 	 0.31335 	-0.16497
61188 	 0.18272732 	 0.40926742 	 0.018133163 	nan 	nan 	nan 	 0.30357 	-0.14130
61189 	 0.18221266 	 0.41030280 	 0.016754150 	nan 	nan 	nan 	 0.29554 	-0.09008
61190 	 0.18088016 	 0.41070214 	 0.015724182 	nan 	nan 	nan 	 0.29419 	-0.07800
