61187 	 0.18014435 	 0.40923385 	 0.019597292 	nan 	nan 	nan 	 0.28497 	-0.16879
61188 	 0.18071265 	 0.40885870 	 0.018855453 	nan 	nan 	nan 	 0.44683 	-0.13827
61189 	 0.18222351 	 0.40867154 	 0.017876387 	nan 	nan 	nan 	 0.41707 	-0.09723
61190 	 0.18276408 	 0.40825836 	 0.017203331 	nan 	nan 	nan 	 0.34484 	-0.06666
61191 	 0.18411554 	 0.40790295 	 0.016248226 	nan 	nan 	nan 	 0.24756 	-0.04389
61192 	 0.18518090 	 0.40725985 	 0.015975237 	nan 	nan 	nan 	 0.14468 	-0.05997
61193 	 0.18523134 	 0.40697334 	 0.016034603 	nan 	nan 	nan 	 0.03275 	-0.05840
61194 	 0.18609581 	 0.40646137 	 0.015094280 	nan 	nan 	nan 	 0.00211 	-0.13990
61195 	 0.18689968 	 0.40528044 	 0.014347076 	nan 	nan 	nan 	 0.00870 	-0.13827
61196 	 0.18660463 	 0.40477628 	 0.013031006 	nan 	nan 	nan 	 0.15626 	-0.18532
61197 	 0.18585138 	 0.40509249 	 0.012456894 	nan 	nan 	nan 	 0.28214 	-0.15807
