61243 	 0.21635325 	 0.37075837 	 0.009084344 	nan 	nan 	nan 	 0.33785 	-0.20984
61244 	 0.21649495 	 0.37018533 	 0.009363413 	nan 	nan 	nan 	 0.55042 	-0.27202
61245 	 0.21639867 	 0.37011124 	 0.009243488 	nan 	nan 	nan 	 0.50056 	-0.25027
61246 	 0.21609743 	 0.36884730 	 0.009354591 	nan 	nan 	nan 	 0.43718 	-0.22763
61247 	 0.21634204 	 0.36839483 	 0.009465218 	nan 	nan 	nan 	 0.35886 	-0.20938
61248 	 0.21642825 	 0.36749176 	 0.009714127 	nan 	nan 	nan 	 0.38194 	-0.24337
61249 	 0.21615623 	 0.36621124 	 0.010385513 	nan 	nan 	nan 	 0.37090 	-0.26035
61250 	 0.21670823 	 0.36529200 	 0.009824753 	nan 	nan 	nan 	 0.34638 	-0.29785
61251 	 0.21903807 	 0.36376422 	 0.009137154 	nan 	nan 	nan 	 0.33584 	-0.31796
61252 	 0.21802463 	 0.36176172 	 0.007505417 	nan 	nan 	nan 	 0.33814 	-0.36556
61253 	 0.21600389 	 0.36205691 	 0.007318497 	nan 	nan 	nan 	 0.36834 	-0.34106
