1999 01 01 12 51179.500	 -3.619152789201226e-09	 -7.135724312705686e-09	  5.285356169857469e-11
1999 01 02 12 51180.500	 -6.074988010177706e-09	  3.720487047549095e-09	  2.357875047635183e-11
1999 01 03 12 51181.500	 -7.185692877310009e-09	  3.265698636405648e-09	  2.388800345921126e-11
1999 01 04 12 51182.500	 -2.892994230957711e-09	 -6.923926490921216e-09	 -2.014875157177377e-11
1999 01 05 12 51183.500	  3.775178586972814e-09	 -7.997651425338304e-09	 -1.644903874897396e-11
1999 01 06 12 51184.500	  9.195081331563809e-09	 -6.129989019822009e-09	  1.612876084551926e-11
1999 01 07 12 51185.500	  1.317310377906004e-08	  6.055153576816471e-10	 -2.829226590144967e-11
1999 01 08 12 51186.500	  1.691010059001738e-08	  9.165214343727504e-10	 -6.904155483883272e-11
1999 01 09 12 51187.500	  2.162771823637920e-08	 -1.168278951878547e-08	 -9.928999311439442e-11
1999 01 10 12 51188.500	  1.370587955369294e-08	 -2.292920972143362e-08	 -1.918758103130170e-10
1999 01 11 12 51189.500	 -6.473241230436638e-10	 -2.901181748258378e-08	 -1.690960375329766e-10
1999 01 12 12 51190.500	 -6.390740950808948e-09	 -3.105005576086292e-08	 -1.786477226304191e-10
1999 01 13 12 51191.500	 -5.870047632206156e-09	 -2.425516026914257e-08	 -2.543010081769382e-10
1999 01 14 12 51192.500	 -1.087958455643211e-08	 -2.105762684817645e-08	 -2.969375831901283e-10
1999 01 15 12 51193.500	 -1.264676872222123e-08	 -2.734343490559652e-08	 -3.103232347074170e-10
1999 01 16 12 51194.500	 -9.709499676817085e-09	 -3.522784639987370e-08	 -3.441480484792108e-10
1999 01 17 12 51195.500	 -5.957624409974459e-09	 -2.725746720088925e-08	 -4.021990536168070e-10
1999 01 18 12 51196.500	 -8.048917371487685e-09	 -2.301275256398723e-08	 -4.860209410121617e-10
1999 01 19 12 51197.500	 -6.089593474200280e-09	 -1.829849454519742e-08	 -5.268464008341519e-10
1999 01 20 12 51198.500	 -9.993909494250507e-09	 -1.330092272133178e-08	 -5.110336857726276e-10
1999 01 21 12 51199.500	 -1.483900457903024e-08	 -8.902083852882758e-09	 -4.852341697690146e-10
1999 01 22 12 51200.500	 -1.380023591693059e-08	 -6.287366945958189e-10	 -4.922953543742805e-10
1999 01 23 12 51201.500	 -1.985247492730334e-08	 -1.348779005366020e-09	 -4.983947161987985e-10
1999 01 24 12 51202.500	 -2.013614719361603e-08	 -6.883270949581306e-09	 -5.299360495316416e-10
1999 01 25 12 51203.500	 -1.634738728040737e-08	 -7.056948483308876e-09	 -5.516213693946791e-10
1999 01 26 12 51204.500	 -8.322637233941624e-09	 -5.186084769399431e-09	 -5.843520092683260e-10
