2004 01 01 12 53005.500	 -1.314296689660367e-08	  1.767388717893948e-09	  5.106224616388833e-10
2004 01 02 12 53006.500	 -2.681146537490855e-09	  3.285178514754878e-09	  5.117161670553332e-10
2004 01 03 12 53007.500	  6.298837888256765e-09	  2.146928468831085e-09	  4.680901918531066e-10
2004 01 04 12 53008.500	  1.485990061253677e-08	  4.376467978581754e-10	  4.551259496099996e-10
2004 01 05 12 53009.500	  1.929804032498930e-08	 -5.683164630334462e-10	  4.199115686527102e-10
2004 01 06 12 53010.500	  1.504757265534900e-08	 -4.986653299580649e-09	  4.669153226359315e-10
2004 01 07 12 53011.500	  9.735572429475807e-09	 -1.073310502589692e-08	  4.148650529805258e-10
2004 01 08 12 53012.500	  3.727657985441519e-09	 -3.829609261439941e-09	  3.832734150811117e-10
2004 01 09 12 53013.500	  3.648776978830583e-09	  1.539788279116912e-09	  3.350192487243408e-10
2004 01 10 12 53014.500	  3.308336591912016e-10	 -1.913552568332442e-09	  3.051000660496903e-10
2004 01 11 12 53015.500	 -2.702899009639177e-10	 -5.554100167646341e-09	  3.057182742884104e-10
2004 01 12 12 53016.500	  4.494542336693429e-09	 -3.200063668435920e-09	  2.423272669783194e-10
2004 01 13 12 53017.500	  1.101754231440343e-08	  1.681591634356223e-09	  2.531600324064408e-10
2004 01 14 12 53018.500	  1.558942388721514e-08	 -1.351839602996854e-09	  1.904138296050952e-10
2004 01 15 12 53019.500	  1.699373947229926e-08	 -1.004148930076374e-08	  1.419916471498469e-10
2004 01 16 12 53020.500	  1.678959496559193e-08	 -1.243925097843469e-08	  1.302511496545293e-10
2004 01 17 12 53021.500	  9.839018152724496e-09	 -1.177691690404264e-08	  1.427708697365880e-10
2004 01 18 12 53022.500	  4.318510516792833e-09	 -1.208485328070115e-08	  1.861559396294242e-10
2004 01 19 12 53023.500	  1.127303890924539e-08	 -1.205160961053642e-08	  1.259558590754635e-10
2004 01 20 12 53024.500	  1.503732617404160e-08	 -8.167249904231368e-09	  7.106054874994535e-11
2004 01 21 12 53025.500	  1.254018160015623e-08	 -7.139181158800449e-09	  8.657044513457463e-11
2004 01 22 12 53026.500	  1.088001238881940e-08	 -8.645456862999072e-09	  5.545686024422946e-11
2004 01 23 12 53027.500	  1.440442971855423e-08	 -1.278930547758123e-08	 -1.419496541293756e-11
2004 01 24 12 53028.500	  6.081378422158683e-09	 -1.166286288269678e-08	 -2.948244806492108e-11
2004 01 25 12 53029.500	 -3.636478182159925e-09	 -5.997296926782443e-09	 -5.859326695217678e-11
2004 01 26 12 53030.500	 -3.016574410599050e-09	  8.488701805699108e-10	 -7.566510458656538e-11
2004 01 27 12 53031.500	  5.441931180446645e-12	  5.225768273266938e-09	 -8.254534055679262e-11
2004 01 28 12 53032.500	  2.071661070160627e-09	 -1.021496336455187e-09	 -1.249806771231229e-10
2004 01 29 12 53033.500	  1.328263833359497e-09	 -1.337828072397687e-08	 -1.517592648140755e-10
2004 01 30 12 53034.500	  5.949229063177352e-10	 -2.402464030641068e-08	 -1.759315889367771e-10
2004 01 31 12 53035.500	 -7.069745196513565e-10	 -2.600602985418115e-08	 -1.942037805713527e-10
2004 02 01 12 53036.500	 -9.100040651035992e-09	 -2.076769514346643e-08	 -2.340763741758922e-10
2004 02 02 12 53037.500	 -2.035091231169219e-08	 -1.048469472712348e-08	 -2.464960227995706e-10
2004 02 03 12 53038.500	 -2.550334800751349e-08	 -1.253128644000119e-08	 -2.670580512330446e-10
2004 02 04 12 53039.500	 -1.991355927303627e-08	 -1.490073129045131e-08	 -2.466916631811661e-10
2004 02 05 12 53040.500	 -1.255987935011230e-08	 -8.668478647474814e-09	 -2.316656768202791e-10
2004 02 06 12 53041.500	 -1.303221893041368e-08	 -6.582222160035872e-09	 -2.651025476673668e-10
2004 02 07 12 53042.500	 -5.994449146047486e-09	 -8.100611667812640e-09	 -2.951164840202439e-10
2004 02 08 12 53043.500	  4.089640013095190e-11	 -6.763553900795673e-09	 -3.243468336297204e-10
2004 02 09 12 53044.500	  2.071696865127864e-09	 -8.811684467897071e-09	 -3.613414763748910e-10
2004 02 10 12 53045.500	  3.332223137361124e-09	 -1.199603238820659e-08	 -3.579351184631628e-10
2004 02 11 12 53046.500	  2.167932629397105e-09	 -1.324632256756632e-08	 -3.776794558951191e-10
2004 02 12 12 53047.500	 -3.802133004634470e-09	 -1.292133535435022e-08	 -3.902480876031451e-10
2004 02 13 12 53048.500	 -5.366233704050864e-09	 -1.583721485527432e-08	 -4.214007838392874e-10
2004 02 14 12 53049.500	 -4.650803778431828e-09	 -1.123631854572753e-08	 -4.161394579802150e-10
2004 02 15 12 53050.500	 -2.407373098241111e-09	 -7.035780105005068e-09	 -4.478952720868482e-10
2004 02 16 12 53051.500	 -9.049753995460755e-09	  8.188900155344987e-09	 -4.328789701103121e-10
2004 02 17 12 53052.500	 -1.411969869852415e-08	  8.392292429569408e-09	 -4.717424744804000e-10
2004 02 18 12 53053.500	 -9.229459901753845e-09	 -5.564307709009477e-09	 -5.435059305174200e-10
2004 02 19 12 53054.500	 -3.889425833760575e-09	 -2.132205820465055e-08	 -5.645486146226945e-10
2004 02 20 12 53055.500	 -3.289721597084986e-09	 -2.800869312228563e-08	 -5.783270229025306e-10
2004 02 21 12 53056.500	 -6.629744251564385e-09	 -2.610200821964077e-08	 -5.914882320171140e-10
2004 02 22 12 53057.500	 -1.187508862875536e-08	 -1.807339997590981e-08	 -6.058417433199820e-10
2004 02 23 12 53058.500	 -1.472509924211356e-08	 -8.053600362613407e-09	 -5.976739092122160e-10
2004 02 24 12 53059.500	 -1.478535485454091e-08	 -2.932581791903733e-09	 -6.378149730401435e-10
2004 02 25 12 53060.500	 -8.642359698112497e-09	 -6.717624255562130e-11	 -6.479163451454037e-10
2004 02 26 12 53061.500	 -8.847379734368931e-09	 -3.816980619934970e-09	 -6.251166102189262e-10
2004 02 27 12 53062.500	 -6.747236993743711e-09	 -4.446433239293150e-09	 -6.485707680652091e-10
2004 02 28 12 53063.500	 -3.804329811787469e-09	 -5.419477502431535e-09	 -6.908756664555388e-10
2004 02 29 12 53064.500	 -7.177903707919782e-09	 -9.793696337447938e-09	 -7.350404330073318e-10
2004 03 01 12 53065.500	 -9.116308108712132e-09	 -1.069452197531324e-08	 -7.058341792193442e-10
2004 03 02 12 53066.500	 -1.016208737958311e-08	 -9.985744794382928e-09	 -7.337720227628164e-10
2004 03 03 12 53067.500	 -1.668050725978565e-08	 -1.103716855320731e-08	 -7.324039503473224e-10
2004 03 04 12 53068.500	 -1.905412296922384e-08	 -1.595369141446838e-08	 -6.686886958025180e-10
2004 03 05 12 53069.500	 -1.265311279370170e-08	 -2.049619744194277e-08	 -6.730639070873320e-10
2004 03 06 12 53070.500	 -8.428523426451015e-09	 -2.405552656198503e-08	 -7.271583163284796e-10
2004 03 07 12 53071.500	 -1.434971480150427e-08	 -1.613222173309531e-08	 -7.667963252348693e-10
2004 03 08 12 53072.500	 -2.893077340561540e-08	 -5.147602436003844e-09	 -7.316242746039833e-10
2004 03 09 12 53073.500	 -3.789406350648250e-08	 -8.336686149229639e-09	 -7.412418654525952e-10
2004 03 10 12 53074.500	 -2.993349127384823e-08	 -8.478867818236289e-09	 -7.877246292133324e-10
2004 03 11 12 53075.500	 -2.035959862981525e-08	 -1.718490319754467e-09	 -7.767148608866075e-10
2004 03 12 12 53076.500	 -1.634139510641747e-08	 -7.683705256875048e-09	 -8.177285572287762e-10
2004 03 13 12 53077.500	 -1.701377467140480e-08	 -7.404274123312165e-09	 -8.667707859238636e-10
2004 03 14 12 53078.500	 -2.253623178272263e-08	 -5.694743575011604e-09	 -8.715982304358778e-10
2004 03 15 12 53079.500	 -2.340095470388301e-08	 -1.087667062015475e-08	 -8.895767628772216e-10
2004 03 16 12 53080.500	 -1.911523764715309e-08	 -1.523619723633585e-08	 -8.999274451294631e-10
2004 03 17 12 53081.500	 -1.514636946525449e-08	 -2.187761136501966e-08	 -9.189451715685583e-10
2004 03 18 12 53082.500	 -1.587783776234976e-08	 -1.971340924058335e-08	 -8.866383644514310e-10
2004 03 19 12 53083.500	 -9.373120276373827e-09	 -1.053731891003133e-08	 -9.388532871033056e-10
2004 03 20 12 53084.500	  5.949888589294540e-09	  1.188329157090921e-09	 -9.432145934464535e-10
2004 03 21 12 53085.500	  1.244818646239511e-08	  4.094456369964307e-10	 -9.611031410549680e-10
2004 03 22 12 53086.500	  4.343797345664898e-09	 -7.564193382239261e-09	 -9.301230294539430e-10
2004 03 23 12 53087.500	 -7.901715122180496e-09	 -1.681505141364583e-08	 -9.808529185487165e-10
2004 03 24 12 53088.500	 -9.506915949984797e-09	 -1.532004640901968e-08	 -9.890849167602165e-10
2004 03 25 12 53089.500	 -5.793370429716990e-09	 -1.049641997168180e-08	 -9.942658135678203e-10
2004 03 26 12 53090.500	 -2.838353833359097e-09	 -7.975958558960119e-09	 -9.479510353101358e-10
2004 03 27 12 53091.500	 -7.006758819547597e-10	 -9.084120265951665e-09	 -9.580218696298412e-10
2004 03 28 12 53092.500	 -1.564562040586276e-10	 -8.517986335632058e-09	 -9.579794322509847e-10
2004 03 29 12 53093.500	 -4.169471598173916e-09	 -7.505298569240542e-09	 -9.434295428364626e-10
2004 03 30 12 53094.500	 -4.636926105427115e-09	 -7.034583758338764e-09	 -9.056355418613309e-10
2004 03 31 12 53095.500	  2.296417110365266e-09	 -5.665867741574525e-09	 -8.942797423387168e-10
2004 04 01 12 53096.500	  6.913467909654621e-09	 -1.581300107078021e-09	 -8.712692693126100e-10
