Effective Sea-Level Angular Momentum Functions (SLAM)

File name                    : ESMGFZ_SLAM_v1.2_24h_2000.asc
File contents                : effective angular momentum functions from global sea-level mass balance
File units                   : dimensionless earth rotation excitation functions
Issue date                   : 2019-05-14
Version number               : v1.2
 
References                   : Dobslaw, H., R. Dill, A. Groetzsch, A. Brzezinski, and M. Thomas (2010), 
                               Seasonal polar motion excitation from numerical models of atmosphere, ocean, 
                               and continental hydrosphere, J. Geophys. Res., doi:10.1029/2009JB007127
 
Contact                      : Henryk Dobslaw, dobslaw@gfz-potsdam.de
Affiliation                  : Deutsches GeoForschungsZentrum GFZ
                               Dep. 1: Geodesy and Remote Sensing
                               Sec. 1.3: Earth System Modelling
                               Telegrafenberg
                               14473 Potsdam, Germany
 
Temporal domain              : 01.01.2000 through 31.12.2000 (12:00 UTC)
Temporal resolution          : 24h 
Number of data records       : 366
Subtracted mean value        : mean from 2003-01-01 to 2014-12-31
                               2.069815068012571e-13   3.295849259181661e-13   2.508252140298746e-14
 
Sea-level                    : Global mass balance according to ECMWF op. surface pressure and
                               continental hydrology from Land Surface Discharge Model (LSDM)

Notes : These SLAMs are part of a set of consistently processed Earth rotation excitation 
        function (AAM, OAM, HAM, SLAM). The ocean model MPIOM and the hydrological model LSDM were
        forced consistently with operational forecast data from the ECMWF.
 
Further references to be mentioned, when LSDM data are used:
         Dill, R., Hydrological model LSDM for operational Earth rotation and gravity field variations.
                   GFZ Scientific Technical Report STR08/09, 2008

------------------------------------------------------------------------------------------------------
YYYY MM DD HH   MJD           SLAM mass term
                              x-component             y-component             z-component 

2000 01 01 12 51544.500	  2.625975918452777e-09	 -3.038408049025462e-08	  1.737353817710566e-10
2000 01 02 12 51545.500	 -3.430693562295111e-09	 -2.497012890570230e-08	  1.863519021045822e-10
2000 01 03 12 51546.500	 -2.356459878435693e-10	 -1.834990139781576e-08	  1.772421864840726e-10
2000 01 04 12 51547.500	  3.225314167247639e-09	 -1.672338428665961e-08	  1.444684242380494e-10
2000 01 05 12 51548.500	  9.766919141134979e-09	 -1.986236977680106e-08	  1.015367002080267e-10
2000 01 06 12 51549.500	  3.462756519686340e-09	 -1.439318537064424e-08	  9.632390073125314e-11
2000 01 07 12 51550.500	 -6.018161031895369e-09	 -1.303253712231665e-08	  8.448025498104589e-11
2000 01 08 12 51551.500	 -8.180044155430329e-09	 -1.768800041072743e-08	  6.238176631652620e-11
2000 01 09 12 51552.500	 -8.177440979503857e-09	 -2.657616084501336e-08	  2.299742208654619e-12
2000 01 10 12 51553.500	 -9.811709777323001e-09	 -3.128033831304935e-08	 -2.813077714712269e-11
2000 01 11 12 51554.500	 -1.212358265479481e-08	 -2.702827448559937e-08	 -2.646712892091374e-11
2000 01 12 12 51555.500	 -1.578271789397055e-08	 -8.548975605519865e-09	 -8.825323327954393e-12
2000 01 13 12 51556.500	 -8.007889632440526e-09	  4.717180135520816e-09	 -1.794182599290557e-11
2000 01 14 12 51557.500	 -4.819282812771082e-09	  4.674844236399377e-09	 -3.594783696729183e-11
2000 01 15 12 51558.500	 -8.868196325336445e-09	 -2.917425937101816e-09	 -9.374475661995757e-11
2000 01 16 12 51559.500	 -7.246246488505327e-09	 -1.075522489876454e-09	 -9.324478994866531e-11
2000 01 17 12 51560.500	  2.265375862797108e-09	  4.718090832601062e-09	 -7.994481996985386e-11
2000 01 18 12 51561.500	  1.350864726295669e-08	  2.126337721012092e-09	 -1.047840825518578e-10
2000 01 19 12 51562.500	  1.732830899061329e-08	 -1.876580533507082e-09	 -7.270619196962054e-11
2000 01 20 12 51563.500	  1.678836958771518e-08	 -4.390217489608982e-09	 -4.454371805066388e-11
2000 01 21 12 51564.500	  1.136885565550555e-08	 -7.106160939938249e-09	 -8.314202441020644e-11
2000 01 22 12 51565.500	  9.222720353738297e-09	 -1.506512569643314e-08	 -5.878820335190667e-11
2000 01 23 12 51566.500	  6.617598213749377e-09	 -2.244806280976804e-08	 -8.626313508487927e-11
2000 01 24 12 51567.500	 -1.263658505112331e-09	 -2.586558863789491e-08	 -1.249045130821446e-10
