Effective Sea-Level Angular Momentum Functions (SLAM)

File name                    : ESMGFZ_SLAM_v1.2_24h_2021.asc
File contents                : effective angular momentum functions from global sea-level mass balance
File units                   : dimensionless earth rotation excitation functions
Issue date                   : 2022-01-01
Version number               : v1.2
 
References                   : Dobslaw, H., R. Dill, A. Groetzsch, A. Brzezinski, and M. Thomas (2010), 
                               Seasonal polar motion excitation from numerical models of atmosphere, ocean, 
                               and continental hydrosphere, J. Geophys. Res., doi:10.1029/2009JB007127
 
Contact                      : Henryk Dobslaw, dobslaw@gfz-potsdam.de
Affiliation                  : Deutsches GeoForschungsZentrum GFZ
                               Dep. 1: Geodesy and Remote Sensing
                               Sec. 1.3: Earth System Modelling
                               Telegrafenberg
                               14473 Potsdam, Germany
 
Temporal domain              : 01.01.2021 through 31.12.2021 (12:00 UTC)
Temporal resolution          : 24h 
Number of data records       : 365
Subtracted mean value        : mean from 2003-01-01 to 2014-12-31
                               2.069815068012571e-13   3.295849259181661e-13   2.508252140298746e-14
 
Sea-level                    : Global mass balance according to ECMWF op. surface pressure and
                               continental hydrology from Land Surface Discharge Model (LSDM)

Notes : These SLAMs are part of a set of consistently processed Earth rotation excitation 
        function (AAM, OAM, HAM, SLAM). The ocean model MPIOM and the hydrological model LSDM were
        forced consistently with operational forecast data from the ECMWF.
 
Further references to be mentioned, when LSDM data are used:
         Dill, R., Hydrological model LSDM for operational Earth rotation and gravity field variations.
                   GFZ Scientific Technical Report STR08/09, 2008

------------------------------------------------------------------------------------------------------
YYYY MM DD HH   MJD           SLAM mass term
                              x-component             y-component             z-component 

2021 01 01 12 59215.500	 -1.935995884873281e-08   2.347334601763007e-08  -9.120404294687626e-10
2021 01 02 12 59216.500	 -2.124355623281668e-08   1.917241252325772e-08  -9.169480538298657e-10
2021 01 03 12 59217.500	 -2.348132092194244e-08   1.387323350740805e-08  -9.700182030932140e-10
2021 01 04 12 59218.500	 -2.144002684796794e-08   1.450366530111342e-08  -1.020627354635621e-09
2021 01 05 12 59219.500	 -2.528513118394704e-08   1.992996180289822e-08  -1.050412755729973e-09
2021 01 06 12 59220.500	 -3.302965175017323e-08   2.895488506719416e-08  -1.052859461985049e-09
2021 01 07 12 59221.500	 -3.259468686085485e-08   3.270548673605866e-08  -1.068656223534058e-09
2021 01 08 12 59222.500	 -2.931084457044982e-08   3.406655231647603e-08  -1.084246310106440e-09
2021 01 09 12 59223.500	 -2.820367676205677e-08   3.428395517492970e-08  -1.124860130125765e-09
2021 01 10 12 59224.500	 -3.029993188444791e-08   3.186343263086018e-08  -1.150808885058171e-09
2021 01 11 12 59225.500	 -3.811081841486241e-08   2.906780258129537e-08  -1.158738148526177e-09
2021 01 12 12 59226.500	 -4.178374735720983e-08   2.349413748546012e-08  -1.154483179576951e-09
2021 01 13 12 59227.500	 -3.823083951127935e-08   1.872019176008888e-08  -1.184078231628235e-09
2021 01 14 12 59228.500	 -2.223039335828578e-08   2.361225075843367e-08  -1.203355296271314e-09
2021 01 15 12 59229.500	 -2.134348706218015e-08   2.763335910566931e-08  -1.224234305214955e-09
2021 01 16 12 59230.500	 -1.771580865718411e-08   2.710589266507167e-08  -1.219314229857265e-09
2021 01 17 12 59231.500	 -2.115887232088247e-08   2.730183915438531e-08  -1.221488535817186e-09
2021 01 18 12 59232.500	 -2.623427776857577e-08   2.994768935166544e-08  -1.239483354200676e-09
2021 01 19 12 59233.500	 -3.302339860640941e-08   2.757639437784070e-08  -1.257334095256432e-09
2021 01 20 12 59234.500	 -2.573695955560704e-08   2.530490782016610e-08  -1.295428087005982e-09
2021 01 21 12 59235.500	 -1.727675269977223e-08   2.692046143362652e-08  -1.352630497644583e-09
2021 01 22 12 59236.500	 -1.722981218378205e-08   2.545637018252379e-08  -1.391919352502300e-09
2021 01 23 12 59237.500	 -1.767431989400930e-08   2.577972269745821e-08  -1.432791656451197e-09
2021 01 24 12 59238.500	 -7.097270530597943e-09   2.463713023869421e-08  -1.463732977993365e-09
2021 01 25 12 59239.500	 -2.835471889106275e-09   2.614121167471135e-08  -1.491660890463597e-09
2021 01 26 12 59240.500	 -1.087118225580789e-08   2.803261165844561e-08  -1.553900906689921e-09
2021 01 27 12 59241.500	 -1.591115181010036e-08   3.168815350034687e-08  -1.578054339770546e-09
2021 01 28 12 59242.500	 -2.010738147743122e-08   3.690352247799772e-08  -1.549915197795618e-09
2021 01 29 12 59243.500	 -1.732836792009628e-08   3.498622833718989e-08  -1.548606009431917e-09
2021 01 30 12 59244.500	 -8.748421356552115e-09   2.689738109762444e-08  -1.586961136384914e-09
2021 01 31 12 59245.500	 -4.314455558515588e-09   2.712763751006682e-08  -1.610645277369283e-09
2021 02 01 12 59246.500	 -1.036990656958393e-08   3.400960335702090e-08  -1.630091510626540e-09
2021 02 02 12 59247.500	 -2.085076929071776e-08   3.337879312731615e-08  -1.636989796233379e-09
2021 02 03 12 59248.500	 -2.339162049784725e-08   2.296336295427802e-08  -1.657172690005095e-09
2021 02 04 12 59249.500	 -1.992468467697428e-08   1.989827558384139e-08  -1.694902592117192e-09
2021 02 05 12 59250.500	 -1.557603413880677e-08   2.295719020491579e-08  -1.733473299377035e-09
2021 02 06 12 59251.500	 -8.251222979194638e-09   2.588702816116699e-08  -1.774973699763884e-09
2021 02 07 12 59252.500	 -7.365491239332869e-09   2.586541912611294e-08  -1.779873508023199e-09
2021 02 08 12 59253.500	 -1.406773053147650e-08   3.070804899855051e-08  -1.788369894017413e-09
2021 02 09 12 59254.500	 -1.486356988203274e-08   3.682934587942443e-08  -1.810567196332506e-09
2021 02 10 12 59255.500	 -1.154048676703860e-08   3.795683388326256e-08  -1.852908272685846e-09
2021 02 11 12 59256.500	 -1.309788716126227e-08   3.885725283476024e-08  -1.889411368516077e-09
2021 02 12 12 59257.500	 -1.910025560840785e-08   3.455511997685817e-08  -1.931503941447468e-09
2021 02 13 12 59258.500	 -2.746816109763222e-08   3.499688733502979e-08  -1.934903320392157e-09
2021 02 14 12 59259.500	 -3.506722290903869e-08   3.190726045642443e-08  -1.958205453420018e-09
2021 02 15 12 59260.500	 -3.630427059716692e-08   2.511274389784398e-08  -2.002421496456392e-09
2021 02 16 12 59261.500	 -2.996851666974783e-08   1.740770615965262e-08  -2.008532998653773e-09
2021 02 17 12 59262.500	 -2.809925192634374e-08   2.180807440886622e-08  -2.022231131924997e-09
2021 02 18 12 59263.500	 -3.495120783418090e-08   3.084058041897399e-08  -2.066795194042027e-09
2021 02 19 12 59264.500	 -4.622629828343858e-08   2.726465033953705e-08  -2.094454742382473e-09
2021 02 20 12 59265.500	 -4.520038894701590e-08   1.790784331632706e-08  -2.104936056937809e-09
2021 02 21 12 59266.500	 -3.866228879310559e-08   1.359722964768605e-08  -2.114314360102317e-09
2021 02 22 12 59267.500	 -3.177798562753781e-08   1.156085317305681e-08  -2.118491475094725e-09
2021 02 23 12 59268.500	 -2.965477464335241e-08   1.391333395687088e-08  -2.092379387727614e-09
2021 02 24 12 59269.500	 -2.866437634372782e-08   1.922604914322990e-08  -2.092420906340883e-09
2021 02 25 12 59270.500	 -3.014995827900542e-08   1.860438438855997e-08  -2.083922288536742e-09
2021 02 26 12 59271.500	 -2.355879985465498e-08   1.528425821392139e-08  -2.112737391361309e-09
2021 02 27 12 59272.500	 -2.085698773857153e-08   1.330497824440009e-08  -2.099225924946555e-09
2021 02 28 12 59273.500	 -2.057802489909440e-08   1.702902994078351e-08  -2.122091730316064e-09
2021 03 01 12 59274.500	 -2.503623176939529e-08   2.083932565084193e-08  -2.147751375636292e-09
2021 03 02 12 59275.500	 -3.061393716335884e-08   1.886846066936407e-08  -2.189428271281464e-09
2021 03 03 12 59276.500	 -3.359513664390912e-08   1.763045000219739e-08  -2.233365449537173e-09
2021 03 04 12 59277.500	 -2.881876642406309e-08   2.249989333584964e-08  -2.242564616257996e-09
2021 03 05 12 59278.500	 -2.501455856900500e-08   2.518112541720272e-08  -2.228483105167612e-09
2021 03 06 12 59279.500	 -2.764066357778977e-08   2.332047429946018e-08  -2.230358786301737e-09
2021 03 07 12 59280.500	 -2.725114294500198e-08   2.166136019095939e-08  -2.237015557109497e-09
2021 03 08 12 59281.500	 -2.925120215172491e-08   2.142410981603829e-08  -2.241409411572623e-09
2021 03 09 12 59282.500	 -2.840879548203231e-08   2.288227041350636e-08  -2.225754896744580e-09
2021 03 10 12 59283.500	 -2.700897431454554e-08   2.249068064227513e-08  -2.230182573696208e-09
2021 03 11 12 59284.500	 -2.303797043898704e-08   1.753371108675890e-08  -2.242056025960902e-09
2021 03 12 12 59285.500	 -1.941054536439604e-08   1.907966438011512e-08  -2.268166826743019e-09
2021 03 13 12 59286.500	 -2.386087276802969e-08   2.731275414685730e-08  -2.301128389007974e-09
2021 03 14 12 59287.500	 -3.181633842360476e-08   2.471253052655101e-08  -2.357256821614911e-09
2021 03 15 12 59288.500	 -3.196907114538808e-08   1.946602617719129e-08  -2.372686904482493e-09
2021 03 16 12 59289.500	 -2.886916932271154e-08   1.213683625148438e-08  -2.397372837965280e-09
2021 03 17 12 59290.500	 -2.387095293963278e-08   1.023081162092198e-08  -2.436443309904835e-09
2021 03 18 12 59291.500	 -2.412599155342811e-08   1.500620636914316e-08  -2.452834307387027e-09
2021 03 19 12 59292.500	 -2.558131416296458e-08   2.433228772950625e-08  -2.499168595259149e-09
2021 03 20 12 59293.500	 -2.375336883453264e-08   1.888559750174680e-08  -2.522818839173412e-09
2021 03 21 12 59294.500	 -2.059987900367083e-08   6.933484610270447e-09  -2.539984324190978e-09
2021 03 22 12 59295.500	 -2.040646293898906e-08   7.177359328453757e-09  -2.560709962758727e-09
2021 03 23 12 59296.500	 -2.386613619964066e-08   1.743240751881187e-08  -2.578128945396609e-09
2021 03 24 12 59297.500	 -2.497137147652458e-08   1.202093141319230e-08  -2.618160846468398e-09
2021 03 25 12 59298.500	 -3.130008093406161e-08   9.115895841466776e-09  -2.649177083017458e-09
2021 03 26 12 59299.500	 -3.518133114876355e-08   1.568474190435977e-08  -2.672708938314737e-09
2021 03 27 12 59300.500	 -3.943143435547048e-08   2.417079856890310e-08  -2.697603410962916e-09
2021 03 28 12 59301.500	 -4.632161127736702e-08   2.523304208002766e-08  -2.685884411218108e-09
2021 03 29 12 59302.500	 -4.572729133920017e-08   1.968223443875008e-08  -2.668206734557626e-09
