2019 01 01 12 58484.500	 -1.852532496233188e-08	  9.079182859543774e-09	 -4.411907836350126e-10
2019 01 02 12 58485.500	 -2.128145805488367e-08	  1.900655594168979e-09	 -4.445506640402204e-10
2019 01 03 12 58486.500	 -1.753667673562717e-08	 -2.739905007478153e-09	 -4.747332696519781e-10
2019 01 04 12 58487.500	 -1.704281529750308e-08	 -1.998389797026068e-09	 -4.754106228711547e-10
2019 01 05 12 58488.500	 -1.852379941797193e-08	  3.002751475077283e-09	 -4.990928690294541e-10
2019 01 06 12 58489.500	 -2.380549789946708e-08	  1.020910068051683e-08	 -5.364469261787745e-10
2019 01 07 12 58490.500	 -2.825443758544477e-08	  1.532567789085429e-08	 -5.508320089126453e-10
2019 01 08 12 58491.500	 -2.099287832605921e-08	  1.634564017758526e-08	 -5.834269497066765e-10
2019 01 09 12 58492.500	 -1.849919470500918e-08	  1.547917830302168e-08	 -6.373242484758284e-10
2019 01 10 12 58493.500	 -1.876250058059127e-08	  1.289390040402702e-08	 -6.858800588802197e-10
2019 01 11 12 58494.500	 -1.765549046022822e-08	  1.063646928640186e-08	 -7.043440594898194e-10
2019 01 12 12 58495.500	 -1.320127289446027e-08	  1.012487653241406e-08	 -7.351712668670272e-10
2019 01 13 12 58496.500	 -1.364994324644119e-09	  9.820021395299526e-09	 -7.721806106469133e-10
2019 01 14 12 58497.500	  3.614145358426087e-09	  7.127142095023703e-09	 -7.895356315834058e-10
2019 01 15 12 58498.500	 -2.753913661452324e-09	  8.190470747585163e-09	 -8.136266058364133e-10
2019 01 16 12 58499.500	 -2.829405239119382e-09	  6.368687077487115e-09	 -8.218568244415443e-10
2019 01 17 12 58500.500	 -3.323364711821841e-09	  1.496286180543970e-09	 -8.488645590716143e-10
2019 01 18 12 58501.500	 -7.837957703191966e-09	  1.883426806010688e-09	 -8.593243559658282e-10
2019 01 19 12 58502.500	 -1.017810505091440e-08	  8.116022588218629e-09	 -8.854183785140184e-10
2019 01 20 12 58503.500	 -1.454386419827951e-08	  1.149077191098565e-08	 -8.751749487846484e-10
2019 01 21 12 58504.500	 -1.684375100872423e-08	  6.195794961750179e-09	 -8.972237925659603e-10
2019 01 22 12 58505.500	 -1.059266274689393e-08	  2.986683863385177e-09	 -9.363283037205892e-10
2019 01 23 12 58506.500	 -3.980962972217250e-09	 -1.528697470255138e-09	 -9.732040684245314e-10
2019 01 24 12 58507.500	 -1.212902801848122e-09	 -1.634240481030785e-10	 -9.844787569764215e-10
2019 01 25 12 58508.500	 -5.987603876305175e-09	  3.767410960512185e-09	 -9.812703254703781e-10
2019 01 26 12 58509.500	 -1.046781622716616e-08	  4.361945682887229e-09	 -1.010050982835748e-09
2019 01 27 12 58510.500	 -1.030164730388311e-08	  8.725991075970397e-09	 -1.014561483121824e-09
2019 01 28 12 58511.500	 -4.606801843343328e-09	  1.311426427140560e-08	 -1.074457638217581e-09
2019 01 29 12 58512.500	 -2.407347249117828e-09	  1.244218862615950e-08	 -1.099491533505390e-09
2019 01 30 12 58513.500	 -7.190966890420473e-09	  5.233204819224487e-09	 -1.111646022166697e-09
2019 01 31 12 58514.500	 -1.325283009995083e-08	  3.506760218779458e-09	 -1.141916909984162e-09
2019 02 01 12 58515.500	 -1.610697217171907e-08	  1.955013268216581e-09	 -1.166590940011778e-09
2019 02 02 12 58516.500	 -1.469880151494534e-08	 -7.444681132950238e-09	 -1.204058611271225e-09
2019 02 03 12 58517.500	 -2.187547006193111e-08	 -7.798759112776291e-09	 -1.226036034500912e-09
2019 02 04 12 58518.500	 -2.787150242695507e-08	 -1.016761125198418e-09	 -1.254510335442149e-09
2019 02 05 12 58519.500	 -2.970619811620903e-08	  3.492583137763600e-09	 -1.281351335072101e-09
2019 02 06 12 58520.500	 -2.944681519879144e-08	  8.239430260087424e-09	 -1.292495677560287e-09
2019 02 07 12 58521.500	 -2.080040445836407e-08	  1.793335317662257e-08	 -1.276585531064054e-09
2019 02 08 12 58522.500	 -1.060454024985759e-08	  1.832385009849140e-08	 -1.286250804010299e-09
2019 02 09 12 58523.500	 -1.297906510175975e-08	  1.847907652848544e-08	 -1.274307409698470e-09
2019 02 10 12 58524.500	 -1.604657461519702e-08	  1.770855390619034e-08	 -1.301500004536900e-09
2019 02 11 12 58525.500	 -1.367652426351644e-08	  6.315247805361299e-09	 -1.345454650869931e-09
2019 02 12 12 58526.500	 -2.100920123169535e-08	  2.299355761905077e-09	 -1.380302452132279e-09
2019 02 13 12 58527.500	 -2.708011091498223e-08	  2.818647642529050e-09	 -1.389065652774201e-09
2019 02 14 12 58528.500	 -3.266539537523487e-08	  3.077984490335511e-09	 -1.426211719668835e-09
2019 02 15 12 58529.500	 -4.044048557353399e-08	  8.953995007081403e-09	 -1.445946775068647e-09
2019 02 16 12 58530.500	 -3.778012937011100e-08	  1.391770736488380e-08	 -1.473302609341009e-09
2019 02 17 12 58531.500	 -2.982445224582828e-08	  1.807298222478917e-08	 -1.494779442880178e-09
2019 02 18 12 58532.500	 -2.662289721964771e-08	  1.520413773939942e-08	 -1.503060680226979e-09
2019 02 19 12 58533.500	 -2.528848011536604e-08	  8.560250423208002e-09	 -1.496812476095009e-09
2019 02 20 12 58534.500	 -2.174899749689864e-08	  5.026693772144569e-09	 -1.501865482908132e-09
2019 02 21 12 58535.500	 -2.402353908385416e-08	  2.640021715798387e-09	 -1.527826819066467e-09
2019 02 22 12 58536.500	 -3.059673256957838e-08	  5.901199683495686e-09	 -1.561310043910107e-09
2019 02 23 12 58537.500	 -3.396342556291055e-08	  1.329293318010492e-08	 -1.581802437395637e-09
2019 02 24 12 58538.500	 -3.573294432772717e-08	  1.267891547539735e-08	 -1.580201240704418e-09
2019 02 25 12 58539.500	 -3.090325542031967e-08	  1.122290798663888e-08	 -1.561757133071632e-09
2019 02 26 12 58540.500	 -3.089024358803067e-08	  9.997298328093859e-09	 -1.574680662615945e-09
2019 02 27 12 58541.500	 -3.040052444820101e-08	  9.338026342975006e-09	 -1.579192754055925e-09
2019 02 28 12 58542.500	 -2.339034127068109e-08	  1.062955009555281e-08	 -1.602586272331772e-09
2019 03 01 12 58543.500	 -2.144150069441084e-08	  1.398878765925505e-08	 -1.636231717958018e-09
2019 03 02 12 58544.500	 -2.156950525588473e-08	  1.386542118478834e-08	 -1.629880348994068e-09
2019 03 03 12 58545.500	 -2.104030898659346e-08	  1.469397528044682e-08	 -1.637572267933301e-09
2019 03 04 12 58546.500	 -1.745466709918533e-08	  1.362150358595105e-08	 -1.659688830380859e-09
2019 03 05 12 58547.500	 -1.294229630382126e-08	  1.024719648325902e-08	 -1.670941532870598e-09
2019 03 06 12 58548.500	 -1.685843264471560e-08	  1.095309515371927e-08	 -1.687174321854299e-09
2019 03 07 12 58549.500	 -2.364495758495241e-08	  1.313750098984034e-09	 -1.702629013033392e-09
2019 03 08 12 58550.500	 -2.852057840173628e-08	 -6.636726829787205e-09	 -1.740329148324272e-09
2019 03 09 12 58551.500	 -3.048582655819834e-08	 -7.983983692228648e-09	 -1.776876123634462e-09
2019 03 10 12 58552.500	 -3.064858625148525e-08	 -5.897266161371799e-09	 -1.759310940250201e-09
2019 03 11 12 58553.500	 -3.152598966050787e-08	 -6.949180268004241e-09	 -1.744254037423999e-09
2019 03 12 12 58554.500	 -3.036117754661799e-08	 -7.782263936150544e-09	 -1.754013425235027e-09
2019 03 13 12 58555.500	 -2.286420412116093e-08	 -5.376611793529397e-09	 -1.760765949648049e-09
2019 03 14 12 58556.500	 -1.745372277674983e-08	 -1.881766403561222e-09	 -1.770223899686573e-09
2019 03 15 12 58557.500	 -1.634570147890636e-08	 -1.536909434702114e-09	 -1.770769040754678e-09
2019 03 16 12 58558.500	 -1.610099413258453e-08	  1.611921006322081e-09	 -1.776340620969546e-09
2019 03 17 12 58559.500	 -1.985279489821579e-08	  6.128991394527590e-09	 -1.789770633204002e-09
2019 03 18 12 58560.500	 -2.447548354083785e-08	  5.736238952825774e-09	 -1.813211739278193e-09
2019 03 19 12 58561.500	 -2.642946255395000e-08	 -1.884758020736968e-10	 -1.824891250013620e-09
2019 03 20 12 58562.500	 -2.237103732193658e-08	 -7.950450441763002e-09	 -1.854000683082244e-09
2019 03 21 12 58563.500	 -2.228624088050205e-08	 -9.615344882726562e-09	 -1.838831974149569e-09
2019 03 22 12 58564.500	 -2.337758417256025e-08	 -7.518772760374877e-09	 -1.848267398221230e-09
2019 03 23 12 58565.500	 -2.576996802474244e-08	 -1.414315365417218e-09	 -1.846533112540566e-09
2019 03 24 12 58566.500	 -2.062083456778603e-08	  1.233911719304113e-09	 -1.859659789011447e-09
2019 03 25 12 58567.500	 -2.095815216289881e-08	 -1.636231547384450e-09	 -1.881710476282702e-09
2019 03 26 12 58568.500	 -2.715549233269317e-08	 -2.247494797868565e-09	 -1.884785490659388e-09
2019 03 27 12 58569.500	 -2.484139814342460e-08	  2.795659416816827e-09	 -1.888262849596740e-09
2019 03 28 12 58570.500	 -2.024921763066123e-08	  5.645766265880839e-10	 -1.890080706686108e-09
2019 03 29 12 58571.500	 -1.827209391635196e-08	  4.666125183383860e-09	 -1.870209934791139e-09
2019 03 30 12 58572.500	 -1.659454750099080e-08	  9.238570485366687e-09	 -1.859610975217883e-09
2019 03 31 12 58573.500	 -1.232995288426457e-08	  8.661894240270106e-09	 -1.835844385309405e-09
2019 04 01 12 58574.500	 -1.724411621499950e-08	  6.924309623143690e-09	 -1.847620353574833e-09
2019 04 02 12 58575.500	 -2.105917771388985e-08	  3.770669095845580e-09	 -1.852903973827110e-09
2019 04 03 12 58576.500	 -2.551823396314455e-08	  2.024821113214952e-09	 -1.817739773654904e-09
2019 04 04 12 58577.500	 -2.832702072306817e-08	  5.840906409705982e-09	 -1.847150832495227e-09
2019 04 05 12 58578.500	 -2.913889790008814e-08	  1.960603951212895e-09	 -1.874498915341200e-09
2019 04 06 12 58579.500	 -3.526160428371643e-08	 -8.664627769199704e-10	 -1.884615532225322e-09
2019 04 07 12 58580.500	 -3.515949730307362e-08	 -9.532972053269312e-10	 -1.911643039490915e-09
2019 04 08 12 58581.500	 -3.123039259460317e-08	 -1.126490113453838e-11	 -1.912030508719424e-09
2019 04 09 12 58582.500	 -3.128353123174791e-08	  2.208233488551463e-09	 -1.902298735797555e-09
2019 04 10 12 58583.500	 -3.155302856900586e-08	  3.941745314650497e-09	 -1.876990604702508e-09
2019 04 11 12 58584.500	 -3.310317595502927e-08	  5.592540735088627e-09	 -1.901598566009404e-09
2019 04 12 12 58585.500	 -3.743101867229224e-08	  3.336837601128906e-09	 -1.907134310654418e-09
2019 04 13 12 58586.500	 -3.653022465632458e-08	  4.827741583605112e-10	 -1.913092740356900e-09
2019 04 14 12 58587.500	 -3.755582018351295e-08	 -3.336094326139611e-09	 -1.951853892165539e-09
2019 04 15 12 58588.500	 -4.117067488968110e-08	 -3.686580802325258e-09	 -1.989379111277746e-09
2019 04 16 12 58589.500	 -4.403717058657090e-08	  6.131066854714325e-10	 -2.007055720646214e-09
2019 04 17 12 58590.500	 -4.463214623017081e-08	  4.726928998892459e-09	 -1.991832534145220e-09
2019 04 18 12 58591.500	 -4.116760625770875e-08	  6.594606141822018e-09	 -1.955974028379033e-09
2019 04 19 12 58592.500	 -3.696779754904551e-08	  1.866803522815199e-09	 -1.953138405666801e-09
2019 04 20 12 58593.500	 -3.689836133357195e-08	 -2.586969917303871e-09	 -1.998903494374865e-09
2019 04 21 12 58594.500	 -3.596483932623872e-08	  5.804801782765090e-10	 -2.003211652025397e-09
2019 04 22 12 58595.500	 -3.410005829288559e-08	  5.376359583712836e-09	 -1.983181716876671e-09
2019 04 23 12 58596.500	 -2.969323623090341e-08	  1.633534635124245e-09	 -1.950978511016739e-09
2019 04 24 12 58597.500	 -2.662094675377091e-08	 -1.916759906163180e-09	 -1.948029610157335e-09
2019 04 25 12 58598.500	 -2.639425749427206e-08	 -5.971256510517845e-10	 -1.956522739041293e-09
2019 04 26 12 58599.500	 -3.039194634186933e-08	  1.377238781945121e-09	 -1.961060939088458e-09
2019 04 27 12 58600.500	 -3.112903118035783e-08	  6.690953664664047e-09	 -1.938246550988702e-09
2019 04 28 12 58601.500	 -2.926987366904192e-08	  1.331292335560218e-08	 -1.920508908636946e-09
2019 04 29 12 58602.500	 -2.916793249049724e-08	  1.825651936932871e-08	 -1.900051768015530e-09
2019 04 30 12 58603.500	 -2.767193044333222e-08	  1.353730291451407e-08	 -1.898156302599272e-09
2019 05 01 12 58604.500	 -2.606252791083360e-08	  1.627077318986765e-08	 -1.881734594663746e-09
2019 05 02 12 58605.500	 -2.074820833467684e-08	  2.408700592764387e-08	 -1.866787093360893e-09
2019 05 03 12 58606.500	 -1.365148885460133e-08	  1.442749269122108e-08	 -1.883740844241983e-09
2019 05 04 12 58607.500	 -1.620351546839870e-08	  4.486551760432747e-09	 -1.896813817284108e-09
2019 05 05 12 58608.500	 -2.365785182352970e-08	  1.394830145516956e-09	 -1.925486640268192e-09
2019 05 06 12 58609.500	 -2.863851702401539e-08	  2.995822768618296e-09	 -1.893450596720724e-09
2019 05 07 12 58610.500	 -3.041483867380743e-08	  1.339174620970694e-08	 -1.870677886556875e-09
2019 05 08 12 58611.500	 -2.858810422978315e-08	  1.702158282789217e-08	 -1.841779801565585e-09
2019 05 09 12 58612.500	 -2.545236780277238e-08	  1.642314371874086e-08	 -1.833008635194508e-09
2019 05 10 12 58613.500	 -2.936516243529698e-08	  1.528232240183627e-08	 -1.804395863493517e-09
2019 05 11 12 58614.500	 -3.335315871269993e-08	  1.307971015128151e-08	 -1.783601318869829e-09
2019 05 12 12 58615.500	 -3.637015581396996e-08	  7.619336571810242e-09	 -1.777421638795959e-09
2019 05 13 12 58616.500	 -3.757509474014823e-08	 -1.191241070245050e-10	 -1.771822914283269e-09
2019 05 14 12 58617.500	 -3.331081141467872e-08	 -5.912077338108484e-10	 -1.766158622609741e-09
2019 05 15 12 58618.500	 -2.991341688251208e-08	 -2.208396096648931e-10	 -1.759662593837732e-09
2019 05 16 12 58619.500	 -2.875400762154127e-08	 -3.077408716969639e-09	 -1.748684451188845e-09
2019 05 17 12 58620.500	 -2.993048889073833e-08	 -5.146170497816260e-10	 -1.716049873009957e-09
2019 05 18 12 58621.500	 -2.526594623141191e-08	  3.421077030680281e-09	 -1.695865203578240e-09
2019 05 19 12 58622.500	 -2.457563469018625e-08	  2.300731191202181e-09	 -1.709532892940292e-09
2019 05 20 12 58623.500	 -3.133065583241296e-08	 -7.809764308925884e-10	 -1.705890979548291e-09
2019 05 21 12 58624.500	 -3.493154230860993e-08	 -9.486315911027570e-10	 -1.697379389331057e-09
2019 05 22 12 58625.500	 -3.702682581194106e-08	  1.965124281454868e-09	 -1.684792873345674e-09
2019 05 23 12 58626.500	 -3.719920235651400e-08	  3.846010728281291e-09	 -1.662691503486706e-09
2019 05 24 12 58627.500	 -3.150907245215043e-08	  5.163849740097624e-09	 -1.639907850064511e-09
2019 05 25 12 58628.500	 -2.608899198205860e-08	  5.068832037813656e-09	 -1.614029396355748e-09
2019 05 26 12 58629.500	 -2.176441499869318e-08	 -1.412521468715783e-10	 -1.603550490865977e-09
2019 05 27 12 58630.500	 -2.336344868836297e-08	  2.540354998801783e-10	 -1.610897911599911e-09
2019 05 28 12 58631.500	 -2.132933343195759e-08  -2.511724457417827e-09  -1.599146715487094e-09
2019 05 29 12 58632.500	 -2.359952283041596e-08  -4.744586684222714e-09  -1.597247968894340e-09
2019 05 30 12 58633.500	 -3.009775232208920e-08   2.730233346712726e-10  -1.588399964422130e-09
2019 05 31 12 58634.500	 -3.557983308030404e-08   1.868062995312222e-10  -1.578210805277085e-09
2019 06 01 12 58635.500	 -3.975498153757730e-08   5.072946927998953e-10  -1.542664110232861e-09
2019 06 02 12 58636.500	 -3.776497207627498e-08   1.978189878148202e-09  -1.558927741718150e-09
2019 06 03 12 58637.500	 -3.060229520375354e-08   8.478746792694457e-10  -1.498465457600445e-09
2019 06 04 12 58638.500	 -2.506347185569028e-08   1.306448350434326e-09  -1.451912672242790e-09
2019 06 05 12 58639.500	 -2.163754696156913e-08   9.491203644158204e-10  -1.420645896268583e-09
2019 06 06 12 58640.500	 -2.133526453927139e-08  -2.854743231953089e-10  -1.406531969775163e-09
